-1763.93	-1806.91
-1809.85	-1790.76
-1818.64	-1828.47
-1849.27	-1882.02
-2033.65	-1913.41
-3388.61	-3387.92
-3382.18	-1970.69
-1859.39	-1865.86
-1791.49	-1788.93
-1800.29	-1788.69
-3363.91	-3348.64
-3357.21	-1591.8
-1628.87	-1546.6
-1551.81	-1538.11
-1533.33	-1537.45
-1545.5	-1524.78
-1516.93	-1538.74
-1511.05	-1520.92
-1529.76	-1510.93
-1520.69	-1512.66
-1533.18	-1530.01
-1526.82	-1519.68
-1551.78	-1532.79
-1549.09	-1555.53
-1602.02	-1635.7
-1672.2	-1658.86
-1698.13	-1597.13
-1246.45	-1223.77
-1235.06	-1228.86
-1222.65	-4.93381
-4.93381	-780.482
-771.842	-769.942
-761.302	-763.226
-759.376	-748.817
-755.48	-4.93381
-4.93381	-1978.83
-1961.78	-1940.94
-1945.72	-1929.61
-1977.78	-1966.29
-1962.34	-1958.35
-1939.29	-1943.7
-1942.42	-1957
-1958.42	-1944.87
-1953.65	-1942.84
-1936.66	-1951.74
-1945.47	-1936.4
-1947.57	-1937.52
-1933.87	-1902.73
-1909.11	-1887.16
-1900.72	-1902.37
-1908.49	-1903.69
-1956.6	-1955.22
-1938.51	-1642.98
-1260.11	-1226.12
-1194.91	-1205.58
-1186.02	-1194.82
-1175.31	-1167.29
-1158.4	-1143.38
-1132.78	-1132.65
-1140.32	-1132.29
-1138.12	-1133.53
-1145.28	-1130.31
-1139.37	-1148.34
-1152.12	-2997.79
-2989.67	-2996.7
-2972.41	-2962.44
-2966.67	-2979.14
-2965.59	-2960.32
-2950.01	-2953.69
-2952.3	-2954.1
-2948.41	-2949.99
-2927.84	-2942.23
-2921.64	-2917.19
-2924.71	-2908.03
-2914.5	-2904.09
-2920.6	-1195.1
-1202.09	-1185.43
-1182.92	-1178.03
-1163.03	-1178.27
-1176.39	-1170.62
-1166.37	-1155.24
-1157.81	-1161.07
-1170.28	-1158.33
-1158.39	-1153.92
-1159.83	-1156.01
-1149.23	-1159.31
-1152.44	-1153.58
-1137.25	-1128.21
-1145.79	-1148.12
-1136.83	-1143.32
-1122.83	-1130.6
-1126.33	-1122.73
-1123.95	-1131.31
-1117.91	-1127.84
-1125.34	-1126.86
-1118.17	-1115.54
-1115.54	-1110.8
-1102.07	-1105.86
-1096.43	-1103.33
-1088.66	-1090.21
-1102.58	-1094.3
-1102.55	-1091.67
-1094.02	-1082.5
-1084.09	-1088.67
-1080.81	-1081.51
-1085.15	-1076.57
-1074.01	-1069
-1068.71	-1064.19
-1057.28	-1060.28
-1051.54	-1052.04
-1038.68	-1045.32
-1041.58	-1030.48
-1033.95	-1040.59
-1035.46	-1028.65
-1033.79	-1027.4
-1020.44	-1024.13
-1019.17	-1017.33
-1022.7	-1009.21
-1008.66	-1008.5
-1003.14	-1000.76
-997.785	-1003.15
-995.505	-985.892
-987.428	-985.438
-982.383	-982.543
-977.864	-981.484
-975.207	-967.509
-967.946	-956.98
-957.628	-953.684
-948.331	-943.339
-941.275	-934.39
-925.767	-920.471
-918.407	-910.047
-904.505	-900.088
-895.566	-891.728
-886.988	-880.598
-885.98	-876.673
-875.577	-873.177
-870.241	-867.865
-858.871	-862.222
-854.768	-2098.95
-2088.8	-1655.96
-2067.97	-4.93381
-1916.21	-2029.23
-2022.45	-2010.44
-1992.15	-1982.12
-1972.49	-1959.97
-1944.09	-1938.47
-1920.27	-1903.69
-1890.86	-1876.96
-1864.7	-1845.06
-1836.42	-1808.28
-4.93381	-1794.43
-1770.1	-1745.03
