-3.33314	-2.30073

-3.33314	-4.92861
2.85576	-2.30073
-4.9352	2.85958

-3.33314	-4.92861
2.85576	-1.93427
-3.33332	-2.30073
-4.9352	2.85958
-1.93639	-3.33697

-3.33314	-4.92861
2.85576	-1.93427
-3.33332	-12.9844
-2.21927	-2.30073
-4.9352	2.85958
-1.93639	-3.33697
-13.0465	-2.22989

-3.33314	-4.92861
2.85576	-1.93427
-3.33332	-12.9844
-2.21927	-3.74211
6.45842	-2.30073
-4.9352	2.85958
-1.93639	-3.33697
-13.0465	-2.22989
-3.74385	6.46142

-3.33314	-4.92861
2.85576	-1.93427
-3.33332	-12.9844
-2.21927	-3.74211
6.45842	-5.65647
6.03164	-2.30073
-4.9352	2.85958
-1.93639	-3.33697
-13.0465	-2.22989
-3.74385	6.46142
-5.66314	6.03876

-3.33314	-4.92861
2.85576	-1.93427
-3.33332	-12.9844
-2.21927	-3.74211
6.45842	-5.65647
6.03164	-7.17611
7.03991	-2.30073
-4.9352	2.85958
-1.93639	-3.33697
-13.0465	-2.22989
-3.74385	6.46142
-5.66314	6.03876
-7.18742	7.051

-3.33314	-4.92861
2.85576	-1.93427
-3.33332	-12.9844
-2.21927	-3.74211
6.45842	-5.65647
6.03164	-7.17611
7.03991	9.61227
8.53875	-2.30073
-4.9352	2.85958
-1.93639	-3.33697
-13.0465	-2.22989
-3.74385	6.46142
-5.66314	6.03876
-7.18742	7.051
9.57009	8.50128

-3.33314	-4.92861
2.85576	-1.93427
-3.33332	-12.9844
-2.21927	-3.74211
6.45842	-5.65647
6.03164	-7.17611
7.03991	9.61227
8.53875	-0.630542
6.33296	-2.30073
-4.9352	2.85958
-1.93639	-3.33697
-13.0465	-2.22989
-3.74385	6.46142
-5.66314	6.03876
-7.18742	7.051
9.57009	8.50128
-0.630168	6.3292

-3.33314	-4.92861
2.85576	-1.93427
-3.33332	-12.9844
-2.21927	-3.74211
6.45842	-5.65647
6.03164	-7.17611
7.03991	9.61227
8.53875	-0.630542
6.33296	-5.30772
2.94629	-2.30073
-4.9352	2.85958
-1.93639	-3.33697
-13.0465	-2.22989
-3.74385	6.46142
-5.66314	6.03876
-7.18742	7.051
9.57009	8.50128
-0.630168	6.3292
-5.31545	2.95058

-3.33314	-4.92861
2.85576	-1.93427
-3.33332	-12.9844
-2.21927	-3.74211
6.45842	-5.65647
6.03164	-7.17611
7.03991	9.61227
8.53875	-0.630542
6.33296	-5.30772
2.94629	-11.0252
-3.02944	-2.30073
-4.9352	2.85958
-1.93639	-3.33697
-13.0465	-2.22989
-3.74385	6.46142
-5.66314	6.03876
-7.18742	7.051
9.57009	8.50128
-0.630168	6.3292
-5.31545	2.95058
